order_number,product_key,cust_id,order_date,ship_date,due_date,sales,quantity,price
SO48880,BK_R89R_44,13746,2012-07-10,2012-07-17,2012-07-22,2443,1,2443
SO48881,BK_R89R_58,23324,2012-07-10,2012-07-17,2012-07-22,2182,1,2182
SO48882,BK_M68B_46,26801,2012-07-10,2012-07-17,2012-07-22,2049,1,2049
SO48883,BK_M68S_46,13528,2012-07-10,2012-07-17,2012-07-22,2071,1,2071
SO48884,BK_R64Y_48,24921,2012-07-10,2012-07-17,2012-07-22,1000,1,1000
SO48885,BK_R89R_58,17755,2012-07-11,2012-07-18,2012-07-23,2182,1,2182
SO48886,BK_M68S_38,12473,2012-07-11,2012-07-18,2012-07-23,2071,1,2071
SO48887,BK_M68S_46,26811,2012-07-11,2012-07-18,2012-07-23,2071,1,2071
SO48888,BK_R50R_48,15482,2012-07-11,2012-07-18,2012-07-23,783,1,783
SO48889,BK_M68B_46,26711,2012-07-11,2012-07-18,2012-07-23,2049,1,2049
SO48890,BK_M68B_38,13618,2012-07-11,2012-07-18,2012-07-23,2049,1,2049
SO48891,BK_M68B_42,13650,2012-07-11,2012-07-18,2012-07-23,2049,1,2049
SO48892,BK_R64Y_48,17714,2012-07-12,2012-07-19,2012-07-24,1000,1,1000
SO48893,BK_R89B_52,17772,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48894,BK_R64Y_40,19034,2012-07-12,2012-07-19,2012-07-24,1000,1,1000
SO48895,BK_R64Y_40,19418,2012-07-12,2012-07-19,2012-07-24,1000,1,1000
SO48896,BK_R89B_44,17632,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48897,BK_R89B_52,16540,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48898,BK_R89B_44,13856,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48899,BK_R89B_44,23313,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48900,BK_M68B_38,26734,2012-07-12,2012-07-19,2012-07-24,2049,1,2049
SO48901,BK_M68S_38,13960,2012-07-12,2012-07-19,2012-07-24,2071,1,2071
SO48902,BK_M68B_38,13966,2012-07-12,2012-07-19,2012-07-24,2049,1,2049
SO48903,BK_R50B_52,26653,2012-07-12,2012-07-19,2012-07-24,783,1,783
SO48904,BK_M68B_46,12492,2012-07-13,2012-07-20,2012-07-25,2049,1,2049
SO48905,BK_M68B_46,26814,2012-07-13,2012-07-20,2012-07-25,2049,1,2049
SO48906,BK_M68S_46,26705,2012-07-13,2012-07-20,2012-07-25,2071,1,2071
SO48907,BK_M68B_46,26727,2012-07-13,2012-07-20,2012-07-25,2049,1,2049
SO48908,BK_M68B_46,13626,2012-07-13,2012-07-20,2012-07-25,2049,1,2049
SO48909,BK_M68S_38,13953,2012-07-13,2012-07-20,2012-07-25,2071,1,2071
SO48910,BK_R89B_52,16587,2012-07-14,2012-07-21,2012-07-26,2182,1,2182
SO48911,BK_R50B_60,20880,2012-07-14,2012-07-21,2012-07-26,783,1,783
SO48912,BK_R50R_48,20841,2012-07-14,2012-07-21,2012-07-26,783,1,783
SO48913,BK_R89R_48,23412,2012-07-14,2012-07-21,2012-07-26,2443,1,2443
SO48914,BK_M68S_46,26735,2012-07-14,2012-07-21,2012-07-26,2071,1,2071
SO48915,BK_R50B_60,15481,2012-07-14,2012-07-21,2012-07-26,783,1,783
SO48916,BK_M68B_38,13616,2012-07-14,2012-07-21,2012-07-26,2049,1,2049
SO48917,BK_M68S_46,13636,2012-07-14,2012-07-21,2012-07-26,2071,1,2071
SO48918,BK_M68B_46,13638,2012-07-14,2012-07-21,2012-07-26,2049,1,2049
SO48919,BK_R50R_44,26658,2012-07-14,2012-07-21,2012-07-26,783,1,783
SO48920,BK_M68S_42,12275,2012-07-15,2012-07-22,2012-07-27,2071,1,2071
SO48921,BK_M68B_42,12560,2012-07-15,2012-07-22,2012-07-27,2049,1,2049
SO48922,BK_R89R_44,15095,2012-07-15,2012-07-22,2012-07-27,2443,1,2443
SO48923,BK_R64Y_40,14298,2012-07-15,2012-07-22,2012-07-27,1000,1,1000
SO48924,BK_R89R_44,26040,2012-07-15,2012-07-22,2012-07-27,2443,1,2443
SO48925,BK_R50R_62,15480,2012-07-15,2012-07-22,2012-07-27,783,1,783
SO48926,BK_R89B_44,23117,2012-07-15,2012-07-22,2012-07-27,2182,1,2182
SO48927,BK_M68B_46,26703,2012-07-15,2012-07-22,2012-07-27,2049,1,2049
SO48928,BK_R50B_58,15502,2012-07-15,2012-07-22,2012-07-27,783,1,783
SO48929,BK_M68S_38,13526,2012-07-15,2012-07-22,2012-07-27,2071,1,2071
SO48930,BK_R89R_58,15086,2012-07-15,2012-07-22,2012-07-27,2182,1,2182
SO48931,BK_R64Y_44,19382,2012-07-16,2012-07-23,2012-07-28,1000,1,1000
SO48932,BK_R64Y_42,14297,2012-07-16,2012-07-23,2012-07-28,1000,1,1000
SO48933,BK_M68B_46,26694,2012-07-16,2012-07-23,2012-07-28,2049,1,2049
SO48934,BK_M68S_42,26710,2012-07-16,2012-07-23,2012-07-28,2071,1,2071
SO48935,BK_R50R_52,15518,2012-07-16,2012-07-23,2012-07-28,783,1,783
SO48936,BK_M68S_38,13644,2012-07-16,2012-07-23,2012-07-28,2071,1,2071
SO48937,BK_M68S_38,13529,2012-07-16,2012-07-23,2012-07-28,2071,1,2071
SO48938,BK_R89B_44,17720,2012-07-17,2012-07-24,2012-07-29,2182,1,2182
SO48939,BK_R89R_48,15462,2012-07-17,2012-07-24,2012-07-29,2443,1,2443
SO48940,BK_R50R_62,20835,2012-07-17,2012-07-24,2012-07-29,783,1,783
SO48941,BK_R89R_48,26013,2012-07-17,2012-07-24,2012-07-29,2443,1,2443
SO48942,BK_M68B_46,26728,2012-07-17,2012-07-24,2012-07-29,2049,1,2049
SO48943,BK_M68S_38,13973,2012-07-17,2012-07-24,2012-07-29,2071,1,2071
SO48944,BK_R64Y_40,25010,2012-07-17,2012-07-24,2012-07-29,1000,1,1000
SO48945,BK_R89R_52,17644,2012-07-18,2012-07-25,2012-07-30,2443,1,2443
SO48946,BK_M68B_38,26725,2012-07-18,2012-07-25,2012-07-30,2049,1,2049
SO48947,BK_M68S_38,13957,2012-07-18,2012-07-25,2012-07-30,2071,1,2071
SO48948,BK_M68S_42,13974,2012-07-18,2012-07-25,2012-07-30,2071,1,2071
SO48949,BK_R50B_60,26591,2012-07-18,2012-07-25,2012-07-30,783,1,783
SO48950,BK_M68B_38,12486,2012-07-19,2012-07-26,2012-07-31,2049,1,2049
SO48951,BK_M68S_38,29388,2012-07-19,2012-07-26,2012-07-31,2071,1,2071
SO48952,BK_R89R_44,15093,2012-07-19,2012-07-26,2012-07-31,2443,1,2443
SO48953,BK_R89R_52,23413,2012-07-19,2012-07-26,2012-07-31,2443,1,2443
SO48954,BK_M68B_46,26724,2012-07-19,2012-07-26,2012-07-31,2049,1,2049
SO48955,BK_M68B_38,13645,2012-07-19,2012-07-26,2012-07-31,2049,1,2049
SO48956,BK_M68S_46,13968,2012-07-19,2012-07-26,2012-07-31,2071,1,2071
SO48957,BK_R50B_58,20836,2012-07-20,2012-07-27,2012-08-01,783,1,783
SO48958,BK_R89B_52,23310,2012-07-20,2012-07-27,2012-08-01,2182,1,2182
SO48959,BK_R89B_48,23417,2012-07-20,2012-07-27,2012-08-01,2182,1,2182
SO48960,BK_M68S_42,26726,2012-07-20,2012-07-27,2012-08-01,2071,1,2071
SO48961,BK_M68B_38,13619,2012-07-20,2012-07-27,2012-08-01,2049,1,2049
SO48962,BK_M68B_46,13649,2012-07-20,2012-07-27,2012-08-01,2049,1,2049
SO48963,BK_R64Y_40,25011,2012-07-20,2012-07-27,2012-08-01,1000,1,1000
SO48964,BK_R89R_58,16824,2012-07-21,2012-07-28,2012-08-02,2182,1,2182
SO48965,BK_R64Y_48,19030,2012-07-21,2012-07-28,2012-08-02,1000,1,1000
SO48966,BK_R89B_44,17639,2012-07-21,2012-07-28,2012-08-02,2182,1,2182
SO48967,BK_R64Y_44,14292,2012-07-21,2012-07-28,2012-08-02,1000,1,1000
SO48968,BK_R89R_58,13742,2012-07-21,2012-07-28,2012-08-02,2182,1,2182
SO48969,BK_R89B_58,23320,2012-07-21,2012-07-28,2012-08-02,2182,1,2182
SO48970,BK_R64Y_42,26529,2012-07-21,2012-07-28,2012-08-02,1000,1,1000
SO48971,BK_M68B_46,13625,2012-07-21,2012-07-28,2012-08-02,2049,1,2049
SO48972,BK_M68B_42,13629,2012-07-21,2012-07-28,2012-08-02,2049,1,2049
SO48973,BK_R50B_62,26656,2012-07-21,2012-07-28,2012-08-02,783,1,783
SO48974,BK_R89B_48,17717,2012-07-22,2012-07-29,2012-08-03,2182,1,2182
SO48975,BK_R64Y_44,17739,2012-07-22,2012-07-29,2012-08-03,1000,1,1000
SO48976,BK_M68S_42,12404,2012-07-22,2012-07-29,2012-08-03,2071,1,2071
SO48977,BK_R50R_58,20842,2012-07-22,2012-07-29,2012-08-03,783,1,783
SO48978,BK_R64Y_44,14290,2012-07-22,2012-07-29,2012-08-03,1000,1,1000
SO48979,BK_R89B_48,13855,2012-07-22,2012-07-29,2012-08-03,2182,1,2182
SO48980,BK_R89R_48,23322,2012-07-22,2012-07-29,2012-08-03,2443,1,2443
SO48981,BK_R89R_44,23348,2012-07-22,2012-07-29,2012-08-03,2443,1,2443
SO48982,BK_R50R_60,15484,2012-07-22,2012-07-29,2012-08-03,783,1,783
SO48983,BK_R50B_58,15500,2012-07-22,2012-07-29,2012-08-03,783,1,783
SO48984,BK_M68S_42,13632,2012-07-22,2012-07-29,2012-08-03,2071,1,2071
SO48985,BK_M68B_42,13646,2012-07-22,2012-07-29,2012-08-03,2049,1,2049
SO48986,BK_R50R_62,26651,2012-07-22,2012-07-29,2012-08-03,783,1,783
SO48987,BK_R50R_58,26655,2012-07-22,2012-07-29,2012-08-03,783,1,783
SO48988,BK_R89R_52,16565,2012-07-23,2012-07-30,2012-08-04,2443,1,2443
SO48989,BK_M68B_42,29364,2012-07-23,2012-07-30,2012-08-04,2049,1,2049
SO48990,BK_M68B_46,12559,2012-07-23,2012-07-30,2012-08-04,2049,1,2049
SO48991,BK_M68S_42,12291,2012-07-23,2012-07-30,2012-08-04,2071,1,2071
SO48992,BK_R89B_58,13862,2012-07-23,2012-07-30,2012-08-04,2182,1,2182
SO48993,BK_R89B_52,23410,2012-07-23,2012-07-30,2012-08-04,2182,1,2182
SO48994,BK_R50R_62,15506,2012-07-23,2012-07-30,2012-08-04,783,1,783
SO48995,BK_M68S_42,28885,2012-07-24,2012-07-31,2012-08-05,2071,1,2071
SO48996,BK_R64Y_44,14334,2012-07-24,2012-07-31,2012-08-05,1000,1,1000
SO48997,BK_R89R_48,13854,2012-07-24,2012-07-31,2012-08-05,2443,1,2443
SO48998,BK_R50B_58,26661,2012-07-24,2012-07-31,2012-08-05,783,1,783
SO48999,BK_R89B_52,15463,2012-07-25,2012-08-01,2012-08-06,2182,1,2182
SO49000,BK_M68B_42,12460,2012-07-25,2012-08-01,2012-08-06,2049,1,2049
SO49001,BK_M68S_46,29380,2012-07-25,2012-08-01,2012-08-06,2071,1,2071
SO49002,BK_R89R_58,23323,2012-07-25,2012-08-01,2012-08-06,2182,1,2182
SO49003,BK_R89R_48,23325,2012-07-25,2012-08-01,2012-08-06,2443,1,2443
SO49004,BK_R89R_52,23420,2012-07-25,2012-08-01,2012-08-06,2443,1,2443
SO49005,BK_M68B_46,26723,2012-07-25,2012-08-01,2012-08-06,2049,1,2049
SO49006,BK_M68B_42,13633,2012-07-25,2012-08-01,2012-08-06,2049,1,2049
SO49007,BK_M68B_46,13637,2012-07-25,2012-08-01,2012-08-06,2049,1,2049
SO49008,BK_R50R_52,26660,2012-07-25,2012-08-01,2012-08-06,783,1,783
SO49009,BK_R50B_58,20890,2012-07-26,2012-08-02,2012-08-07,783,1,783
SO49010,BK_R89R_48,23416,2012-07-26,2012-08-02,2012-08-07,2443,1,2443
SO49011,BK_M68B_38,26698,2012-07-26,2012-08-02,2012-08-07,2049,1,2049
SO49012,BK_R89R_44,16572,2012-07-27,2012-08-03,2012-08-08,2443,1,2443
SO49013,BK_R89R_52,13745,2012-07-27,2012-08-03,2012-08-08,2443,1,2443
SO49014,BK_R89R_44,23331,2012-07-27,2012-08-03,2012-08-08,2443,1,2443
SO49015,BK_M68S_38,13965,2012-07-27,2012-08-03,2012-08-08,2071,1,2071
SO49016,BK_M68B_38,13971,2012-07-27,2012-08-03,2012-08-08,2049,1,2049
SO49017,BK_R89B_48,17744,2012-07-28,2012-08-04,2012-08-09,2182,1,2182
SO49018,BK_R89R_58,17747,2012-07-28,2012-08-04,2012-08-09,2182,1,2182
SO49019,BK_R89R_58,17782,2012-07-28,2012-08-04,2012-08-09,2182,1,2182
SO49020,BK_R64Y_42,19035,2012-07-28,2012-08-04,2012-08-09,1000,1,1000
SO49021,BK_R89R_58,13744,2012-07-28,2012-08-04,2012-08-09,2182,1,2182
SO49022,BK_R89B_52,23116,2012-07-28,2012-08-04,2012-08-09,2182,1,2182
SO49023,BK_R50R_48,26589,2012-07-28,2012-08-04,2012-08-09,783,1,783
SO49024,BK_R50B_48,26654,2012-07-28,2012-08-04,2012-08-09,783,1,783
SO49025,BK_R50B_58,19319,2012-07-29,2012-08-05,2012-08-10,783,1,783
SO49026,BK_R89R_52,16549,2012-07-29,2012-08-05,2012-08-10,2443,1,2443
SO49027,BK_R50R_62,15501,2012-07-29,2012-08-05,2012-08-10,783,1,783
SO49028,BK_M68B_42,13648,2012-07-29,2012-08-05,2012-08-10,2049,1,2049
SO49029,BK_R64Y_40,25020,2012-07-29,2012-08-05,2012-08-10,1000,1,1000
SO49030,BK_R89B_48,23119,2012-07-29,2012-08-05,2012-08-10,2182,1,2182
SO49031,BK_M68B_46,29389,2012-07-30,2012-08-06,2012-08-11,2049,1,2049
SO49032,BK_R89R_44,15085,2012-07-30,2012-08-06,2012-08-11,2443,1,2443
SO49033,BK_R89B_48,13747,2012-07-30,2012-08-06,2012-08-11,2182,1,2182
SO49034,BK_R89R_44,23321,2012-07-30,2012-08-06,2012-08-11,2443,1,2443
SO49035,BK_R89B_48,23343,2012-07-30,2012-08-06,2012-08-11,2182,1,2182
SO49036,BK_M68B_42,26731,2012-07-30,2012-08-06,2012-08-11,2049,1,2049
SO49037,BK_M68S_46,20708,2012-07-30,2012-08-06,2012-08-11,2071,1,2071
SO49038,BK_M68B_42,21138,2012-07-30,2012-08-06,2012-08-11,2049,1,2049
SO49171,BK_R89B_48,13865,2012-07-31,2012-08-07,2012-08-12,2182,1,2182
SO49172,BK_R89R_44,13885,2012-07-31,2012-08-07,2012-08-12,2443,1,2443
SO49173,BK_M68S_38,14047,2012-07-31,2012-08-07,2012-08-12,2071,1,2071
SO49174,BK_M68S_42,14049,2012-07-31,2012-08-07,2012-08-12,2071,1,2071
SO49175,BK_R89R_52,23431,2012-07-31,2012-08-07,2012-08-12,2443,1,2443
SO49176,BK_M68S_46,27054,2012-07-31,2012-08-07,2012-08-12,2071,1,2071
SO49177,BK_M68S_42,27064,2012-07-31,2012-08-07,2012-08-12,2071,1,2071
SO49178,BK_R64Y_44,14342,2012-07-31,2012-08-07,2012-08-12,1000,1,1000
SO49179,BK_R64Y_38,14365,2012-07-31,2012-08-07,2012-08-12,1000,1,1000
SO49180,BK_R50B_58,26744,2012-07-31,2012-08-07,2012-08-12,783,1,783
SO49181,BK_R89B_48,17890,2012-08-01,2012-08-08,2012-08-13,2182,1,2182
SO49182,BK_R89R_48,16830,2012-08-01,2012-08-08,2012-08-13,2443,1,2443
SO49183,BK_R89R_52,16944,2012-08-01,2012-08-08,2012-08-13,2443,1,2443
SO49184,BK_M68B_46,14129,2012-08-01,2012-08-08,2012-08-13,2049,1,2049
SO49185,BK_M68B_46,14134,2012-08-01,2012-08-08,2012-08-13,2049,1,2049
SO49186,BK_R89R_52,23526,2012-08-01,2012-08-08,2012-08-13,2443,1,2443
SO49187,BK_R89B_58,23545,2012-08-01,2012-08-08,2012-08-13,2182,1,2182
SO49188,BK_M68B_38,26815,2012-08-01,2012-08-08,2012-08-13,2049,1,2049
SO49189,BK_R50B_48,15525,2012-08-01,2012-08-08,2012-08-13,783,1,783
SO49190,BK_R64Y_40,25033,2012-08-01,2012-08-08,2012-08-13,1000,1,1000
SO49191,BK_R64Y_44,19435,2012-08-02,2012-08-09,2012-08-14,1000,1,1000
SO49192,BK_R64Y_44,19040,2012-08-02,2012-08-09,2012-08-14,1000,1,1000
SO49193,BK_M68B_42,29390,2012-08-02,2012-08-09,2012-08-14,2049,1,2049
SO49194,BK_R50B_60,20922,2012-08-02,2012-08-09,2012-08-14,783,1,783
SO49195,BK_R50R_58,20845,2012-08-02,2012-08-09,2012-08-14,783,1,783
SO49196,BK_M68S_42,12386,2012-08-02,2012-08-09,2012-08-14,2071,1,2071
SO49197,BK_M68B_42,29415,2012-08-02,2012-08-09,2012-08-14,2049,1,2049
SO49198,BK_R50B_52,26662,2012-08-02,2012-08-09,2012-08-14,783,1,783
SO49199,BK_R50B_62,26667,2012-08-02,2012-08-09,2012-08-14,783,1,783
SO49200,BK_R89R_44,17889,2012-08-03,2012-08-10,2012-08-15,2443,1,2443
SO49201,BK_R89R_52,17795,2012-08-03,2012-08-10,2012-08-15,2443,1,2443
SO49202,BK_R89B_48,17829,2012-08-03,2012-08-10,2012-08-15,2182,1,2182
SO49203,BK_R50R_52,19343,2012-08-03,2012-08-10,2012-08-15,783,1,783
SO49204,BK_M68S_38,14103,2012-08-03,2012-08-10,2012-08-15,2071,1,2071
SO49205,BK_M68B_38,14130,2012-08-03,2012-08-10,2012-08-15,2049,1,2049
SO49206,BK_R89B_48,23423,2012-08-03,2012-08-10,2012-08-15,2182,1,2182
SO49207,BK_R89R_48,23432,2012-08-03,2012-08-10,2012-08-15,2443,1,2443
SO49208,BK_R89B_48,23531,2012-08-03,2012-08-10,2012-08-15,2182,1,2182
SO49209,BK_R89R_58,23541,2012-08-03,2012-08-10,2012-08-15,2182,1,2182
SO49210,BK_M68S_46,21331,2012-08-03,2012-08-10,2012-08-15,2071,1,2071
SO49211,BK_M68S_42,27020,2012-08-03,2012-08-10,2012-08-15,2071,1,2071
SO49212,BK_R64Y_44,14337,2012-08-03,2012-08-10,2012-08-15,1000,1,1000
SO49213,BK_R64Y_44,25034,2012-08-03,2012-08-10,2012-08-15,1000,1,1000
SO49214,BK_R89B_58,23575,2012-08-03,2012-08-10,2012-08-15,2182,1,2182
SO49215,BK_R50R_62,15521,2012-08-03,2012-08-10,2012-08-15,783,1,783
SO49216,BK_R50R_44,26749,2012-08-03,2012-08-10,2012-08-15,783,1,783
SO49217,BK_R89B_52,15637,2012-08-04,2012-08-11,2012-08-16,2182,1,2182
SO49218,BK_R89B_58,26113,2012-08-04,2012-08-11,2012-08-16,2182,1,2182
SO49219,BK_M68B_46,12619,2012-08-04,2012-08-11,2012-08-16,2049,1,2049
SO49220,BK_M68S_38,14032,2012-08-04,2012-08-11,2012-08-16,2071,1,2071
SO49221,BK_R89B_58,23532,2012-08-04,2012-08-11,2012-08-16,2182,1,2182
SO49222,BK_M68S_38,27078,2012-08-04,2012-08-11,2012-08-16,2071,1,2071
SO49223,BK_M68B_42,27017,2012-08-04,2012-08-11,2012-08-16,2049,1,2049
SO49224,BK_M68B_38,27073,2012-08-04,2012-08-11,2012-08-16,2049,1,2049
SO49225,BK_R89B_48,17191,2012-08-05,2012-08-12,2012-08-17,2182,1,2182
SO49226,BK_R89R_52,17792,2012-08-05,2012-08-12,2012-08-17,2443,1,2443
SO49227,BK_R89R_48,13873,2012-08-05,2012-08-12,2012-08-17,2443,1,2443
SO49228,BK_M68B_42,29404,2012-08-05,2012-08-12,2012-08-17,2049,1,2049
SO49229,BK_M68S_46,12390,2012-08-05,2012-08-12,2012-08-17,2071,1,2071
SO49230,BK_M68B_38,21266,2012-08-05,2012-08-12,2012-08-17,2049,1,2049
SO49231,BK_M68B_46,27058,2012-08-05,2012-08-12,2012-08-17,2049,1,2049
SO49232,BK_R50R_58,15529,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49233,BK_R50R_62,15531,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49234,BK_R50R_48,15534,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49235,BK_R50R_58,15537,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49236,BK_R64Y_48,25021,2012-08-05,2012-08-12,2012-08-17,1000,1,1000
SO49237,BK_R64Y_42,25035,2012-08-05,2012-08-12,2012-08-17,1000,1,1000
SO49238,BK_R89B_58,23593,2012-08-05,2012-08-12,2012-08-17,2182,1,2182
SO49239,BK_M68S_42,14011,2012-08-06,2012-08-13,2012-08-18,2071,1,2071
SO49240,BK_M68S_38,14058,2012-08-06,2012-08-13,2012-08-18,2071,1,2071
SO49241,BK_M68S_42,14065,2012-08-06,2012-08-13,2012-08-18,2071,1,2071
SO49242,BK_R89R_44,23524,2012-08-06,2012-08-13,2012-08-18,2443,1,2443
SO49243,BK_M68B_38,27074,2012-08-06,2012-08-13,2012-08-18,2049,1,2049
SO49244,BK_M68B_46,21284,2012-08-06,2012-08-13,2012-08-18,2049,1,2049
SO49245,BK_R64Y_48,25029,2012-08-06,2012-08-13,2012-08-18,1000,1,1000
SO49246,BK_R89B_44,23640,2012-08-06,2012-08-13,2012-08-18,2182,1,2182
SO49247,BK_R89R_48,17793,2012-08-07,2012-08-14,2012-08-19,2443,1,2443
SO49248,BK_R64Y_44,17766,2012-08-07,2012-08-14,2012-08-19,1000,1,1000
SO49249,BK_R64Y_42,17767,2012-08-07,2012-08-14,2012-08-19,1000,1,1000
SO49250,BK_R50B_52,19323,2012-08-07,2012-08-14,2012-08-19,783,1,783
SO49251,BK_R89B_52,13871,2012-08-07,2012-08-14,2012-08-19,2182,1,2182
SO49252,BK_M68S_38,12378,2012-08-07,2012-08-14,2012-08-19,2071,1,2071
SO49253,BK_M68B_42,14211,2012-08-07,2012-08-14,2012-08-19,2049,1,2049
SO49254,BK_M68B_38,14216,2012-08-07,2012-08-14,2012-08-19,2049,1,2049
SO49255,BK_R50R_44,15523,2012-08-07,2012-08-14,2012-08-19,783,1,783
SO49256,BK_M68S_42,13997,2012-08-07,2012-08-14,2012-08-19,2071,1,2071
SO49257,BK_R50R_58,26746,2012-08-07,2012-08-14,2012-08-19,783,1,783
SO49258,BK_R89R_44,17828,2012-08-08,2012-08-15,2012-08-20,2443,1,2443
SO49259,BK_M68B_42,29397,2012-08-08,2012-08-15,2012-08-20,2049,1,2049
SO49260,BK_M68B_46,12608,2012-08-08,2012-08-15,2012-08-20,2049,1,2049
SO49261,BK_M68B_42,12609,2012-08-08,2012-08-15,2012-08-20,2049,1,2049
SO49262,BK_R50B_58,19335,2012-08-08,2012-08-15,2012-08-20,783,1,783
SO49263,BK_R50B_52,20843,2012-08-08,2012-08-15,2012-08-20,783,1,783
SO49264,BK_M68S_46,14046,2012-08-08,2012-08-15,2012-08-20,2071,1,2071
SO49265,BK_M68S_46,14050,2012-08-08,2012-08-15,2012-08-20,2071,1,2071
SO49266,BK_M68B_46,14051,2012-08-08,2012-08-15,2012-08-20,2049,1,2049
SO49267,BK_M68S_46,14131,2012-08-08,2012-08-15,2012-08-20,2071,1,2071
SO49268,BK_M68S_46,27056,2012-08-08,2012-08-15,2012-08-20,2071,1,2071
SO49269,BK_R89B_44,13884,2012-08-09,2012-08-16,2012-08-21,2182,1,2182
SO49270,BK_M68S_38,29412,2012-08-09,2012-08-16,2012-08-21,2071,1,2071
SO49271,BK_M68S_42,12630,2012-08-09,2012-08-16,2012-08-21,2071,1,2071
SO49272,BK_M68B_46,14055,2012-08-09,2012-08-16,2012-08-21,2049,1,2049
SO49273,BK_M68S_38,21272,2012-08-09,2012-08-16,2012-08-21,2071,1,2071
SO49274,BK_M68B_46,21311,2012-08-09,2012-08-16,2012-08-21,2049,1,2049
SO49275,BK_R89R_44,23645,2012-08-09,2012-08-16,2012-08-21,2443,1,2443
SO49276,BK_R89B_58,17849,2012-08-10,2012-08-17,2012-08-22,2182,1,2182
SO49277,BK_M68S_38,12615,2012-08-10,2012-08-17,2012-08-22,2071,1,2071
SO49278,BK_M68B_38,14038,2012-08-10,2012-08-17,2012-08-22,2049,1,2049
SO49279,BK_M68B_46,14045,2012-08-10,2012-08-17,2012-08-22,2049,1,2049
SO49280,BK_R89R_44,17815,2012-08-11,2012-08-18,2012-08-23,2443,1,2443
SO49281,BK_R50B_52,19324,2012-08-11,2012-08-18,2012-08-23,783,1,783
SO49282,BK_M68B_46,14133,2012-08-11,2012-08-18,2012-08-23,2049,1,2049
SO49283,BK_M68S_38,14220,2012-08-11,2012-08-18,2012-08-23,2071,1,2071
SO49284,BK_R89B_48,23436,2012-08-11,2012-08-18,2012-08-23,2182,1,2182
SO49285,BK_M68S_46,27077,2012-08-11,2012-08-18,2012-08-23,2071,1,2071
SO49286,BK_M68S_38,27050,2012-08-11,2012-08-18,2012-08-23,2071,1,2071
SO49287,BK_M68S_46,14007,2012-08-11,2012-08-18,2012-08-23,2071,1,2071
SO49288,BK_M68S_42,13994,2012-08-11,2012-08-18,2012-08-23,2071,1,2071
SO49289,BK_R50R_52,26748,2012-08-11,2012-08-18,2012-08-23,783,1,783
SO49290,BK_R89R_48,16940,2012-08-12,2012-08-19,2012-08-24,2443,1,2443
SO49291,BK_R64Y_44,19433,2012-08-12,2012-08-19,2012-08-24,1000,1,1000
SO49292,BK_R64Y_48,19038,2012-08-12,2012-08-19,2012-08-24,1000,1,1000
SO49293,BK_M68B_38,12297,2012-08-12,2012-08-19,2012-08-24,2049,1,2049
SO49294,BK_R89R_44,13882,2012-08-12,2012-08-19,2012-08-24,2443,1,2443
SO49295,BK_M68B_46,12388,2012-08-12,2012-08-19,2012-08-24,2049,1,2049
SO49296,BK_M68S_46,14010,2012-08-12,2012-08-19,2012-08-24,2071,1,2071
SO49297,BK_M68B_38,14127,2012-08-12,2012-08-19,2012-08-24,2049,1,2049
SO49298,BK_M68S_46,14210,2012-08-12,2012-08-19,2012-08-24,2071,1,2071
SO49299,BK_R89B_52,23533,2012-08-12,2012-08-19,2012-08-24,2182,1,2182
SO49300,BK_R64Y_40,14362,2012-08-12,2012-08-19,2012-08-24,1000,1,1000
SO49301,BK_R89B_52,15665,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49302,BK_R89R_58,15651,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49303,BK_R89B_52,17103,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49304,BK_R64Y_38,19437,2012-08-13,2012-08-20,2012-08-25,1000,1,1000
SO49305,BK_R89R_58,13866,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49306,BK_R89B_44,13886,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49307,BK_M68B_38,14071,2012-08-13,2012-08-20,2012-08-25,2049,1,2049
SO49308,BK_M68S_38,14128,2012-08-13,2012-08-20,2012-08-25,2071,1,2071
SO49309,BK_R64Y_38,14364,2012-08-13,2012-08-20,2012-08-25,1000,1,1000
SO49310,BK_R50B_62,15527,2012-08-13,2012-08-20,2012-08-25,783,1,783
SO49311,BK_R50B_60,26743,2012-08-13,2012-08-20,2012-08-25,783,1,783
SO49312,BK_R89R_48,17086,2012-08-14,2012-08-21,2012-08-26,2443,1,2443
SO49313,BK_M68B_38,14039,2012-08-14,2012-08-21,2012-08-26,2049,1,2049
SO49314,BK_M68B_46,14214,2012-08-14,2012-08-21,2012-08-26,2049,1,2049
SO49315,BK_M68B_46,14215,2012-08-14,2012-08-21,2012-08-26,2049,1,2049
